,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Area_log,Price_log,loc_updated
299,700.0,2,2,Unfurnished,"Ram Nagar, Shahdara",0,4600000,Ready_to_move,New_Property,Builder_Floor,6.551080335043403,15.341566861459324,Shahdara
300,750.0,2,2,Semi-Furnished,"Jyoti Nagar West, Shahdara",0,9200000,Ready_to_move,Resale,Builder_Floor,6.620073206530356,16.034714042019267,Shahdara
301,1350.0,4,3,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2,9500000,Ready_to_move,Resale,Apartment,7.2078598714324755,16.06680235657077,Shahdara
302,900.0,2,2,Semi-Furnished,"Naveen Shahdara, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,15.319587954740546,Shahdara
303,970.0,3,2,Semi-Furnished,"Balbir Nagar, Shahdara",1,6500000,Ready_to_move,Resale,Builder_Floor,6.877296071497429,15.687312734865866,Shahdara
304,1000.0,3,2,Furnished,"Rohitash Nagar East, Shahdara",1,5650000,Ready_to_move,Resale,Builder_Floor,6.907755278982138,15.547166103122626,Shahdara
305,1425.0,3,3,Semi-Furnished,"Naveen Shahdara, Shahdara",1,9300000,Ready_to_move,Resale,Builder_Floor,7.261927092702751,16.045524958123483,Shahdara
306,440.0,2,2,Unfurnished,Shahdara,1,2700000,Ready_to_move,Resale,Apartment,6.0867747269123065,14.808762330974558,Shahdara
307,1017.0,2,2,Furnished,"Vishwas Nagar, Shahdara",1,6500000,Ready_to_move,New_Property,Builder_Floor,6.92461239604856,15.687312734865866,Shahdara
308,650.0,2,2,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1,5800000,Ready_to_move,Resale,Apartment,6.476972362889682,15.573368475516649,Shahdara
309,950.0,3,2,Semi-Furnished,Shahdara,1,5500000,Ready_to_move,Resale,Apartment,6.856461984594588,15.520258650202699,Shahdara
310,810.0,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,Resale,Builder_Floor,6.697034247666483,15.60727002719233,Shahdara
311,750.0,2,2,Unfurnished,"Balbir Nagar, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6.620073206530356,15.319587954740546,Shahdara
312,990.0,2,2,Semi-Furnished,Shahdara,2,4100000,Ready_to_move,Resale,Builder_Floor,6.8977049431286375,15.226497531674536,Shahdara
313,800.0,3,2,Semi-Furnished,"Ram Nagar, Shahdara",2,3800000,Ready_to_move,Resale,Builder_Floor,6.684611727667928,15.150511624696614,Shahdara
314,675.0,2,1,Unfurnished,Shahdara,1,3300000,Ready_to_move,Resale,Apartment,6.51471269087253,15.009433026436708,Shahdara
315,558.0,2,1,Unfurnished,"Rohtash Nagar, Shahdara",1,2900000,Ready_to_move,New_Property,Builder_Floor,6.324358962381312,14.880221294956705,Shahdara
316,445.0,2,1,Unfurnished,"Ram Nagar Extension, Shahdara",1,2000000,Ready_to_move,Resale,Builder_Floor,6.09807428216624,14.50865773852422,Shahdara
317,360.0,2,1,Unfurnished,"Maujpur, Shahdara",1,1550000,Ready_to_move,New_Property,Builder_Floor,5.886104031450156,14.253765488895429,Shahdara
318,1350.0,4,3,Semi-Furnished,"Mansarowar Park, Shahdara",1,11300000,Ready_to_move,New_Property,Builder_Floor,7.2078598714324755,16.240313283682568,Shahdara
319,850.0,3,2,Semi-Furnished,"Gorakh Park West, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6.745236349484363,15.319587954740546,Shahdara
320,846.0,2,1,Unfurnished,"Shivnam Apartment, Shahdara",1,3300000,Ready_to_move,New_Property,Apartment,6.740519359606223,15.009433026436708,Shahdara
321,1300.0,4,3,Furnished,"Mansarowar Park, Shahdara",1,11500000,Ready_to_move,New_Property,Builder_Floor,7.170119543449628,16.25785759333348,Shahdara
322,900.0,3,2,Semi-Furnished,"Ram Nagar Extension, Shahdara",1,6000000,Almost_ready,New_Property,Builder_Floor,6.802394763324312,15.60727002719233,Shahdara
323,1050.0,3,2,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1,9000000,Ready_to_move,Resale,Apartment,6.956545443151568,16.012735135300492,Shahdara
324,850.0,2,2,Furnished,"Jyoti Colony, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6.745236349484363,15.319587954740546,Shahdara
325,1650.0,4,3,Furnished,Shahdara,1,14000000,Almost_ready,New_Property,Apartment,7.408530566894625,16.454567887579532,Shahdara
326,1150.0,2,2,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1,7300000,Ready_to_move,Resale,Apartment,7.047517221357295,15.80338490611862,Shahdara
327,495.1394,1,1,Furnished,Shahdara,1,1900000,Ready_to_move,Resale,Builder_Floor,6.204839339083918,14.457364444136667,Shahdara
328,1053.0,3,2,Furnished,"Naveen Shahdara, Shahdara",4,7000000,Ready_to_move,Resale,Builder_Floor,6.959398512133975,15.761420707019589,Shahdara
329,810.0,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,Resale,Builder_Floor,6.697034247666483,15.60727002719233,Shahdara
330,750.0,1,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6400000,Ready_to_move,Resale,Builder_Floor,6.620073206530356,15.6718085483299,Shahdara
331,540.0,2,1,Furnished,"Yamuna Vihar, Shahdara",1,2700000,Ready_to_move,New_Property,Apartment,6.29156913955832,14.808762330974558,Shahdara
332,747.0,2,2,Furnished,"Yamuna Vihar, Shahdara",1,6500000,Ready_to_move,Resale,Builder_Floor,6.616065185132817,15.687312734865866,Shahdara
333,720.0,2,1,Unfurnished,"Yamuna Vihar, Shahdara",1,4000000,Ready_to_move,Resale,Builder_Floor,6.579251212010101,15.201804919084164,Shahdara
334,376.7365,1,1,Semi-Furnished,"Yamuna Vihar, Shahdara",1,3000000,Ready_to_move,New_Property,Apartment,5.931546004084238,14.914122846632385,Shahdara
335,1125.0,2,2,Unfurnished,"Yamuna Vihar, Shahdara",1,5000000,Ready_to_move,Resale,Builder_Floor,7.0255383146385215,15.424948470398377,Shahdara
336,713.0,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,New_Property,Builder_Floor,6.569481420414296,15.60727002719233,Shahdara
337,360.0,1,1,Unfurnished,"Yamuna Vihar, Shahdara",1,2500000,Ready_to_move,Resale,Builder_Floor,5.886104031450156,14.731801289838428,Shahdara
338,900.0,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6500000,Ready_to_move,Resale,Apartment,6.802394763324312,15.687312734865866,Shahdara
339,713.0,3,1,Unfurnished,"Yamuna Vihar, Shahdara",1,8000000,Ready_to_move,Resale,Apartment,6.569481420414296,15.89495209964411,Shahdara
340,504.0,2,1,Furnished,"Yamuna Vihar, Shahdara",1,2700000,Ready_to_move,Resale,Builder_Floor,6.222576268071369,14.808762330974558,Shahdara
341,70.0,1,2,Unfurnished,"Yamuna Vihar, Shahdara",1,4500000,Ready_to_move,Resale,Apartment,4.248495242049359,15.319587954740546,Shahdara
342,850.0,3,2,Furnished,"Yamuna Vihar, Shahdara",1,5700000,Ready_to_move,Resale,Builder_Floor,6.745236349484363,15.555976732804778,Shahdara
343,2430.0,4,3,Furnished,"Yamuna Vihar, Shahdara",1,25000000,Ready_to_move,Resale,Builder_Floor,7.795646536334593,17.034386382832476,Shahdara
344,2475.0,3,3,Furnished,"Yamuna Vihar, Shahdara",1,70000000,Ready_to_move,Resale,Builder_Floor,7.813995675002791,18.064005800013632,Shahdara
345,2970.0,5,4,Furnished,"Yamuna Vihar, Shahdara",1,26500000,Ready_to_move,Resale,Builder_Floor,7.996317231796747,17.09265529095645,Shahdara
346,2250.0,3,2,Furnished,"Yamuna Vihar, Shahdara",1,18500000,Ready_to_move,Resale,Builder_Floor,7.718685495198466,16.733281290048552,Shahdara
347,1500.0,5,3,Furnished,"Yamuna Vihar, Shahdara",1,30000000,Ready_to_move,Resale,Builder_Floor,7.3132203870903005,17.216707939626428,Shahdara
348,1512.0,2,2,Furnished,"Yamuna Vihar, Shahdara",1,22000000,Ready_to_move,Resale,Builder_Floor,7.321188556739478,16.90655301132259,Shahdara
349,400.0,2,2,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",1,9000000,Ready_to_move,Resale,Builder_Floor,5.991464547107983,16.012735135300492,Other
350,2160.0,3,3,Furnished,"Yamuna Vihar, Shahdara",1,65000000,Ready_to_move,Resale,Builder_Floor,7.67786350067821,17.98989782785991,Shahdara
351,630.0,3,2,Furnished,"Yamuna Vihar, Shahdara",1,22500000,Ready_to_move,Resale,Builder_Floor,6.4457198193855785,16.929025867174648,Shahdara
352,324.0,5,3,Furnished,"Yamuna Vihar, Shahdara",1,8700000,Ready_to_move,Resale,Builder_Floor,5.780743515792329,15.978833583624814,Shahdara
353,720.0,5,5,Furnished,"Yamuna Vihar, Shahdara",1,22000000,Ready_to_move,Resale,Builder_Floor,6.579251212010101,16.90655301132259,Shahdara
354,675.0,4,2,Furnished,"Yamuna Vihar, Shahdara",2,18500000,Ready_to_move,Resale,Builder_Floor,6.51471269087253,16.733281290048552,Shahdara
355,700.0,2,1,Furnished,"Yamuna Vihar, Shahdara",2,16000000,Ready_to_move,New_Property,Builder_Floor,6.551080335043403,16.588099280204055,Shahdara
356,675.0,4,3,Furnished,"Yamuna Vihar, Shahdara",2,16000000,Ready_to_move,Resale,Builder_Floor,6.51471269087253,16.588099280204055,Shahdara
357,720.0,4,2,Furnished,"Yamuna Vihar, Shahdara",2,9000000,Ready_to_move,Resale,Builder_Floor,6.579251212010101,16.012735135300492,Shahdara
358,850.0,2,2,Furnished,"Jyoti Colony, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6.745236349484363,15.319587954740546,Shahdara
359,801.0,3,2,Semi-Furnished,Laxmi Nagar,1,6000000,Ready_to_move,New_Property,Builder_Floor,6.68586094706836,15.60727002719233,Laxmi Nagar
360,450.0,1,2,Unfurnished,Laxmi Nagar,1,2700000,Ready_to_move,Resale,Builder_Floor,6.1092475827643655,14.808762330974558,Laxmi Nagar
361,1000.0,3,2,Unfurnished,Laxmi Nagar,1,6500000,Ready_to_move,Resale,Apartment,6.907755278982138,15.687312734865866,Laxmi Nagar
362,990.0,3,2,Unfurnished,Laxmi Nagar,1,4000000,Ready_to_move,Resale,Apartment,6.8977049431286375,15.201804919084164,Laxmi Nagar
363,420.0,2,1,Semi-Furnished,Laxmi Nagar,1,2600000,Ready_to_move,New_Property,Builder_Floor,6.040254711277415,14.771022002991712,Laxmi Nagar
364,450.0,2,1,Semi-Furnished,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,6.1092475827643655,15.068273526459642,Laxmi Nagar
365,1000.0,2,2,Unfurnished,Laxmi Nagar,1,7500000,Ready_to_move,Resale,Apartment,6.907755278982138,15.830413578506539,Laxmi Nagar
366,900.0,3,2,Semi-Furnished,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,15.761420707019589,Laxmi Nagar
367,800.0,3,2,Semi-Furnished,Laxmi Nagar,1,4500000,Ready_to_move,New_Property,Builder_Floor,6.684611727667928,15.319587954740546,Laxmi Nagar
368,720.0,3,3,Semi-Furnished,Laxmi Nagar,2,5500000,Ready_to_move,Resale,Builder_Floor,6.579251212010101,15.520258650202699,Laxmi Nagar
369,450.0,2,1,Semi-Furnished,Laxmi Nagar,2,2700000,Ready_to_move,New_Property,Builder_Floor,6.1092475827643655,14.808762330974558,Laxmi Nagar
370,675.0,2,2,Furnished,Laxmi Nagar,2,2400000,Ready_to_move,Resale,Builder_Floor,6.51471269087253,14.690979295318177,Laxmi Nagar
371,1700.0,4,3,Unfurnished,Laxmi Nagar,2,11500000,Ready_to_move,New_Property,Builder_Floor,7.438383530044308,16.25785759333348,Laxmi Nagar
372,550.0,2,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,3600000,Ready_to_move,New_Property,Builder_Floor,6.309918278226516,15.096444403426338,Laxmi Nagar
373,387.0,1,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,1700000,Ready_to_move,New_Property,Builder_Floor,5.958424693029783,14.346138809026446,Laxmi Nagar
374,450.0,2,1,Unfurnished,"Lalita Park, Laxmi Nagar",2,2500000,Ready_to_move,Resale,Apartment,6.1092475827643655,14.731801289838428,Laxmi Nagar
375,900.0,4,2,Furnished,Laxmi Nagar,1,6600000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,15.702580206996656,Laxmi Nagar
376,500.0,2,1,Semi-Furnished,Laxmi Nagar,1,3700000,Ready_to_move,Resale,Builder_Floor,6.214608098422191,15.123843377614453,Laxmi Nagar
377,441.0,2,1,Unfurnished,"Krishan Kunj, Laxmi Nagar",1,3500000,Ready_to_move,Resale,Apartment,6.089044875446847,15.068273526459642,Laxmi Nagar
378,800.0,3,2,Semi-Furnished,"Lalita Park, Laxmi Nagar",1,5400000,Ready_to_move,Resale,Builder_Floor,6.684611727667928,15.501909511534505,Laxmi Nagar
379,450.0,2,2,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1,2550000,Ready_to_move,New_Property,Builder_Floor,6.1092475827643655,14.75160391713461,Laxmi Nagar
380,1000.0,3,3,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1,12500000,Ready_to_move,Resale,Builder_Floor,6.907755278982138,16.34123920227253,Laxmi Nagar
381,715.0,2,2,Unfurnished,Laxmi Nagar,1,5600000,Ready_to_move,Resale,Apartment,6.572282542694008,15.538277155705378,Laxmi Nagar
382,600.0,2,2,Unfurnished,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,6.396929655216146,15.761420707019589,Laxmi Nagar
383,540.0,2,1,Unfurnished,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,6.29156913955832,15.068273526459642,Laxmi Nagar
384,312.0,4,4,Furnished,"Bank Enclave, Laxmi Nagar",1,35000000,Ready_to_move,Resale,Apartment,5.7430031878094825,17.37085861945369,Laxmi Nagar
385,810.0,3,2,Semi-Furnished,Laxmi Nagar,1,9000000,Ready_to_move,Resale,Builder_Floor,6.697034247666483,16.012735135300492,Laxmi Nagar
386,270.0,1,1,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1,2300000,Ready_to_move,Resale,Builder_Floor,5.598421958998375,14.648419680899377,Laxmi Nagar
387,900.0,3,2,Semi-Furnished,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,15.60727002719233,Laxmi Nagar
388,1000.0,3,2,Unfurnished,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Apartment,6.907755278982138,15.60727002719233,Laxmi Nagar
389,540.0,2,2,Semi-Furnished,Uttam Nagar,1,2650000,Ready_to_move,New_Property,Builder_Floor,6.29156913955832,14.790070197962404,Uttam Nagar
390,950.0,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,4370000,Ready_to_move,New_Property,Apartment,6.856461984594588,15.290273567071777,Uttam Nagar
391,1000.0,3,2,Unfurnished,"Virat Residency, Dwarka Mor",1,4620000,Ready_to_move,New_Property,Apartment,6.907755278982138,15.34590526305792,Dwarka
392,540.0,2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,3000000,Ready_to_move,New_Property,Apartment,6.29156913955832,14.914122846632385,Dwarka
393,540.0,2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,3300000,Ready_to_move,New_Property,Apartment,6.29156913955832,15.009433026436708,Uttam Nagar
394,1000.0,3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,5510000,Almost_ready,New_Property,Builder_Floor,6.907755278982138,15.522075181129095,Uttam Nagar
395,500.0,2,2,Semi-Furnished,Dwarka Mor,1,3200000,Ready_to_move,New_Property,Builder_Floor,6.214608098422191,14.978661367769954,Dwarka
396,540.0,2,2,Semi-Furnished,Uttam Nagar West,1,2600000,Ready_to_move,New_Property,Builder_Floor,6.29156913955832,14.771022002991712,Uttam Nagar
397,780.0,3,2,Semi-Furnished,Uttam Nagar,1,4000000,Ready_to_move,New_Property,Builder_Floor,6.659293919683638,15.201804919084164,Uttam Nagar
398,450.0,2,1,Semi-Furnished,Uttam Nagar West,1,1850000,Ready_to_move,New_Property,Builder_Floor,6.1092475827643655,14.430696197054507,Uttam Nagar
399,360.0,1,1,Semi-Furnished,Uttam Nagar,1,1700000,Ready_to_move,New_Property,Builder_Floor,5.886104031450156,14.346138809026446,Uttam Nagar
400,900.0,3,2,Semi-Furnished,"SB Residency, Dwarka Mor",1,2800000,Ready_to_move,New_Property,Builder_Floor,6.802394763324312,14.845129975145431,Dwarka
401,495.0,2,2,Semi-Furnished,Uttam Nagar West,1,2150000,Ready_to_move,New_Property,Builder_Floor,6.204557762568691,14.580978400103845,Uttam Nagar
402,1200.0,4,3,Semi-Furnished,"SB Residency, Dwarka Mor",1,6800000,Ready_to_move,New_Property,Builder_Floor,7.090076835776093,15.732433170146336,Dwarka
403,1000.0,3,2,Semi-Furnished,Uttam Nagar,1,6200000,Ready_to_move,New_Property,Builder_Floor,6.907755278982138,15.640059850015321,Uttam Nagar
404,620.0,2,2,Semi-Furnished,Uttam Nagar,1,3100000,Ready_to_move,New_Property,Builder_Floor,6.429719478039137,14.946912669455376,Uttam Nagar
405,680.0,3,2,Semi-Furnished,Dwarka Mor,1,3400000,Ready_to_move,New_Property,Builder_Floor,6.522092798170153,15.039285989586391,Dwarka
406,805.0,2,2,Unfurnished,"Kiran Garden, Uttam Nagar",1,4000000,Ready_to_move,Resale,Builder_Floor,6.690842277418564,15.201804919084164,Uttam Nagar
407,729.0,2,2,Semi-Furnished,"Mohan Garden, Razapur Khurd",1,4800000,Ready_to_move,Resale,Builder_Floor,6.591673732008657,15.38412647587812,Other
408,540.0,2,2,Semi-Furnished,Uttam Nagar,1,2500000,Ready_to_move,New_Property,Builder_Floor,6.29156913955832,14.731801289838428,Uttam Nagar
409,360.0,1,1,Semi-Furnished,Uttam Nagar,1,2000000,Ready_to_move,New_Property,Builder_Floor,5.886104031450156,14.50865773852422,Uttam Nagar
410,550.0,2,2,Semi-Furnished,Uttam Nagar West,1,1900000,Ready_to_move,New_Property,Builder_Floor,6.309918278226516,14.457364444136667,Uttam Nagar
411,1001.0,3,2,Furnished,"Mitya Homes, Dwarka Mor",1,5800000,Ready_to_move,New_Property,Builder_Floor,6.90875477931522,15.573368475516649,Dwarka
412,450.0,2,2,Unfurnished,Dwarka Mor,1,2900000,Ready_to_move,Resale,Builder_Floor,6.1092475827643655,14.880221294956705,Dwarka
413,550.0,2,1,Semi-Furnished,Uttam Nagar West,1,2000000,Ready_to_move,New_Property,Builder_Floor,6.309918278226516,14.50865773852422,Uttam Nagar
414,550.0,2,2,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1,2600000,Ready_to_move,New_Property,Builder_Floor,6.309918278226516,14.771022002991712,Uttam Nagar
415,675.0,2,1,Unfurnished,Uttam Nagar,1,2900000,Ready_to_move,Resale,Builder_Floor,6.51471269087253,14.880221294956705,Uttam Nagar
416,585.0,2,2,Unfurnished,Uttam Nagar,1,3200000,Ready_to_move,Resale,Builder_Floor,6.371611847231858,14.978661367769954,Uttam Nagar
417,810.0,3,2,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1,5400000,Ready_to_move,Resale,Builder_Floor,6.697034247666483,15.501909511534505,Uttam Nagar
418,765.0,3,2,Semi-Furnished,Dwarka Mor,1,3800000,Ready_to_move,Resale,Builder_Floor,6.639875833826536,15.150511624696614,Dwarka
419,4688.0,5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,135000000,Almost_ready,New_Property,Apartment,8.452761331256847,18.720785336402702,Patel Nagar
420,3901.0,4,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,93000000,Almost_ready,New_Property,Apartment,8.268988209506656,18.348110051117533,Patel Nagar
421,70.0,2,3,Furnished,"Patel Nagar South, Patel Nagar",1,8200000,Ready_to_move,New_Property,Builder_Floor,4.248495242049359,15.919644712234481,Patel Nagar
422,800.0,3,2,Unfurnished,Patel Nagar West,1,8000000,Ready_to_move,Resale,Builder_Floor,6.684611727667928,15.89495209964411,Patel Nagar
423,900.0,3,2,Semi-Furnished,Patel Nagar West,1,9500000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,16.06680235657077,Patel Nagar
424,1680.0,4,5,Semi-Furnished,Patel Nagar West,1,20000000,Ready_to_move,Resale,Builder_Floor,7.426549072397305,16.811242831518268,Patel Nagar
425,900.0,2,2,Furnished,Patel Nagar West,3,7400000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,15.816990558174398,Patel Nagar
426,2000.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,37500000,Ready_to_move,Resale,Apartment,7.600902459542082,17.43985149094064,Patel Nagar
427,2000.0,4,4,Semi-Furnished,Patel Nagar West,3,15000000,Ready_to_move,Resale,Builder_Floor,7.600902459542082,16.523560759066484,Patel Nagar
428,1900.0,3,3,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1,55300000,Almost_ready,New_Property,Apartment,7.549609165154532,17.828283466492568,Patel Nagar
429,1530.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,26500000,Ready_to_move,Resale,Builder_Floor,7.333023014386481,17.09265529095645,Patel Nagar
430,100.0,3,2,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,16000000,Ready_to_move,Resale,Apartment,4.605170185988092,16.588099280204055,Patel Nagar
431,900.0,3,2,Furnished,Patel Nagar West,2,10400000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,16.1573163641116,Patel Nagar
432,270.0,1,1,Unfurnished,Patel Nagar West,2,1700000,Ready_to_move,Resale,Builder_Floor,5.598421958998375,14.346138809026446,Patel Nagar
433,950.0,2,2,Semi-Furnished,Patel Nagar West,2,8000000,Ready_to_move,Resale,Builder_Floor,6.856461984594588,15.89495209964411,Patel Nagar
434,1800.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,27000000,Ready_to_move,Resale,Builder_Floor,7.495541943884256,17.111347423968606,Patel Nagar
435,1500.0,3,3,Semi-Furnished,Patel Nagar West,2,19500000,Ready_to_move,Resale,Builder_Floor,7.3132203870903005,16.785925023533974,Patel Nagar
436,1800.0,3,3,Furnished,"Patel Nagar East, Patel Nagar",3,50000000,Ready_to_move,Resale,Apartment,7.495541943884256,17.727533563392424,Patel Nagar
437,1800.0,3,3,Unfurnished,Patel Nagar West,3,21100000,Ready_to_move,Resale,Builder_Floor,7.495541943884256,16.864783598446294,Patel Nagar
438,2306.0,3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,57000000,Almost_ready,New_Property,Apartment,7.743269700829004,17.858561825798823,Patel Nagar
439,850.0,2,3,Semi-Furnished,Patel Nagar West,1,5900000,Ready_to_move,Resale,Builder_Floor,6.745236349484363,15.590462908875947,Patel Nagar
440,140.0,3,2,Unfurnished,"Punjabi Basti, Patel Nagar",1,12000000,Ready_to_move,New_Property,Builder_Floor,4.941642422609304,16.300417207752275,Patel Nagar
441,900.0,3,2,Unfurnished,Patel Nagar West,1,12000000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,16.300417207752275,Patel Nagar
442,1800.0,3,3,Unfurnished,Patel Nagar West,1,24000000,Ready_to_move,Resale,Apartment,7.495541943884256,16.99356438831222,Patel Nagar
443,200.0,1,1,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,7000000,Ready_to_move,Resale,Apartment,5.298317366548036,15.761420707019589,Patel Nagar
444,1782.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,15000000,Ready_to_move,Resale,Apartment,7.485491608030754,16.523560759066484,Patel Nagar
445,900.0,2,2,Furnished,"Baljit Nagar, Patel Nagar",1,1500000,Ready_to_move,Resale,Builder_Floor,6.802394763324312,14.220975666072441,Patel Nagar
446,405.0,2,1,Semi-Furnished,Patel Nagar West,1,3950000,Ready_to_move,Resale,Apartment,6.003887067106539,15.189226136877306,Patel Nagar
447,1500.0,3,3,Unfurnished,Patel Nagar West,1,12500000,Ready_to_move,Resale,Builder_Floor,7.3132203870903005,16.34123920227253,Patel Nagar
448,66.0,3,1,Unfurnished,"Baljit Nagar, Patel Nagar",1,1600000,Ready_to_move,New_Property,Apartment,4.189654742026425,14.285514187210008,Patel Nagar
449,2000.0,4,4,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2,36500000,Ready_to_move,Resale,Apartment,7.600902459542082,17.41282281855272,Vasant Kunj
450,1200.0,3,2,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj carpet area 1200 sqft status Ready to Move floor 5 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road society DDA Flats Vasant Kunj car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold A southEAST facing 3 bhk resale flat is available in the promising locality of sectorE vasant kunj vasant kunj, delhi south. It is a ready to move in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lifts, park, water storage and securityfire alar. It is a gated society flat. It provides a spectacular view of the main road and parkgarden. The apartment is priced at rs. 2 cr. It is a freehold property, with a super builtUp area of 1600 sq. Ft. The property price is negotiable. read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Link Properties Pvt. Ltd. 5000+ Buyers Served",1,20000000,Ready_to_move,Resale,Apartment,7.090076835776093,16.811242831518268,Vasant Kunj
451,1100.0,2,2,Semi-Furnished,Vasant Kunj,1,15000000,Ready_to_move,Resale,Apartment,7.0030654587864625,16.523560759066484,Vasant Kunj
452,1400.0,3,2,Semi-Furnished,Vasant Kunj,2,25000000,Ready_to_move,New_Property,Apartment,7.244227515603349,17.034386382832476,Vasant Kunj
453,1600.0,3,2,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",2,18500000,Ready_to_move,Resale,Apartment,7.377758908227872,16.733281290048552,Vasant Kunj
